path,label,cluster_id
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\046fa188233e39b0a100296e7f9294a7.jpg,1,43
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\047e2211827ce9c0ad74cc9fbb0b1733.jpg,1,44
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\047e7c0f309363036d6978f07bc7e355.jpg,1,45
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\04871f7dc8fe3204e7e0047fa136f91a.jpg,1,46
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\04a20ccbf6656ae011d85666f6aeef35.jpg,1,47
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\04c97d9c8bf714504cff9f87c27f4003.jpg,1,48
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\04debc343ce7b6ae0304392622156ceb.jpg,1,49
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0526f76a0cca08d5e978ef669ff183a4.jpg,1,51
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\05459063c726d4c6bf153aca0373921c.jpg,1,52
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\05a511adde52834e11c4431dbcd24d33.jpg,1,53
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\061388adae665ed34ca3b60515bd7d39.jpg,1,55
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\062d975263a0e18a2f32b43b0ae86611.jpg,1,56
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\064a3299d5134fb3afd280989074a3ca.jpg,1,58
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0665e93f3ff432e63d1760de937a665b.jpg,1,60
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0684280d6a34ba18841cb4e52eea5464.jpg,1,61
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0686faa4139ffce5bde41ccfc563d8b5.jpg,1,62
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\06a39f3fd78032bad6086ed27af89b23.jpg,1,19
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\06d7eef6b03fe549f95181527e7193dc.jpg,1,65
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\06db7e8ace6ac2884c934919296beff3.jpg,1,66
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\06ee75ca224b37b7e67f05694b09c649.jpg,1,67
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0786b7630cb252714058e6646894fe86.jpg,1,69
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\07d17a00fedf6bf922229067ad62b87a.jpg,1,71
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\07fb4e357af94f9cf4fdae41689ee0ec.jpg,1,72
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0815eb51380932d64a6c8a550dd2ea47.jpg,1,73
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\08437793e1a373e08f2e958befc6eef1.jpg,1,75
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\08643d0d87a4e887a70c1ad233bcbd31.jpg,1,76
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\08ab2277404a829b1eb4b5fff1141e32.jpg,1,77
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\08ae502ff6337f3b5e0010631486d86a.jpg,1,78
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\08cb3d24a63b4b82aa0cf2ecff3ad735.jpg,1,79
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\09144392b4b3e646ad34d584f4b21eac.jpg,1,80
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0919f324b1ec2f8826efb6a141b08537.jpg,1,81
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\096931d52246234d03680c105cf028e4.jpg,1,83
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\09d1e6640e3fcf809c3c74530b4754d5.jpg,1,84
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\09d356540d13e1a99e2321247ff464ac.jpg,1,85
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\09db6026b9fd558deb5a75387b701eab.jpg,1,86
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\09e6a7b5798ce470affe7e1db9712434.jpg,1,87
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a4167c5b98eba6b844e0b396c02d282.jpg,1,88
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a5f7b5996063605dd05887ef4d31855.jpg,1,89
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a67ef257ce20427b5a55b94bcac2521.jpg,1,90
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a6aab1c469700b3c7200182bd00ccd8.jpg,1,91
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a716f6f14eea3adc30e0944a7123759.jpg,1,92
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a745ea8358ea9a68299eb96cfd8a306.jpg,1,93
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a74a65e38cf3682389f9780000e63b0.jpg,1,94
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0a8ed7889e34907885fd241d8174da37.jpg,1,95
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0aa58d235e3b7fb4c255efafaea67040.jpg,1,96
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0abf44fa21c3c33ce0e10434d00ef3f4.jpg,1,99
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0abfe4da1aa4f0260fef0f953bf193cd.jpg,1,100
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0ae6d5b5d8e6069cb52060b5fe9f7eba.jpg,1,101
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0afc9fdafebc82679d4e0eab96d97cc5.jpg,1,102
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0b05ebf8898e686eb10375dd4e602c4e.jpg,1,103
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0b10fa068bf7dc84556ac188c959deb7.jpg,1,104
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0b2aa546a567c28ba90103ef9551d30d.jpg,1,105
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0b7326d8d223a577ad5e8c2bbd9aae91.jpg,1,106
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0b962442fbce335ed79b04e5ab4f8120.jpg,1,107
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0bba1fc22d25dc84d5c595eeb3d5ca74.jpg,1,108
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0bed50305053e1ca4de00ab58935e88d.jpg,1,109
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0bf1c31299742eef3430bd0c835854e0.jpg,1,110
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0bf5f7cc470c702e7676ff1b2c08a20c.jpg,1,111
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0bf90149ef312576420a09fa2d694b62.jpg,1,112
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c02688cbd4407493370e9f701a40c2d.jpg,1,113
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c0d71e8d500bf247ae8f984a0a5e64a.jpg,1,114
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c2897eb3066c0df7facaeb3a27599cd.jpg,1,2
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c2d361d3dac1609b66a0ee1e5e0014c.jpg,1,115
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c394615c32a9198ed792ef0f3aab0fa.jpg,1,116
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c6b5881980cba088af0da50d1c09537.jpg,1,117
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c910bc215a939b013b86ef8920d0943.jpg,1,118
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0c9cef7612d00c50a30c00c2b66e6667.jpg,1,119
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0cb68b4ae2a6d0bf1708bddbf3d087c8.jpg,1,120
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0cd172bef49acb6f4714cf2fb2ce628c.jpg,1,121
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0cd3afd1cd69e0a7e60ca9d6c2c62b01.jpg,1,122
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0ced09675792b49e8ac4ef6ee2a83761.jpg,1,123
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0d21b4da2e56ab4f437c2f7d7cbb6969.jpg,1,124
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0d3567ce760f073c3f40aa7398716d53.jpg,1,125
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0d52dc9f1c11c9c8c101ce3399cee8b5.jpg,1,126
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0d5b2d227e280330386f4a8a930ea484.jpg,1,127
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0d687e6cd4cbc727c64949a30ce8d4f4.jpg,1,128
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0dec13fe9ecc689ef5e818f167d9f92d.jpg,1,129
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0df37863472a1c575f8b7ca18b459f31.jpg,1,130
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0e3f6c1f557161fb4b5f21fdd1572750.jpg,1,131
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0e53c2a76ed569ecdd2ee15103795025.jpg,1,133
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0e65fbc664c5266b692f47ace265f1d4.jpg,1,134
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0e9d9a8af5e298ce807351887770d445.jpg,1,135
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0f7817e267f4e8afb8b08d09ea57c6fc.jpg,1,139
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0f7fca39778a61ed50b765572d4f5ad0.jpg,1,140
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0f835c356e5c8c8c9b715652e175ae19.jpg,1,141
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0f87aefd6463737ced9c8ffb67503f0e.jpg,1,142
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0fad930ef5d42012c021f275114d987e.jpg,1,143
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0fd3d0123749b109db3a7fd94ea21924.jpg,1,144
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0fd6d000607010984da30d79c7c1bb37.jpg,1,80
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\0ff210089249d13d2da6eaa6fb19e5bf.jpg,1,145
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\101129e20486ac500963a7dae53cce1e.jpg,1,19
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1033455b9137750e0bafeffb4bb13494.jpg,1,56
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1067ae265a9e5b81655feee0de1daf68.jpg,1,148
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\108556be0efb91fdbde1b505d17c1234.jpg,1,149
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\10cb525746340a6f2e1fef13baa567b4.jpg,1,151
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\114353d746301c33fdecf7c5d0357655.jpg,1,153
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\115d23793a703786d35dfc87275a5caa.jpg,1,154
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\115e59f3f507196bd4acb29f18872080.jpg,1,155
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1167ba767a35aad957657e84cde4ae6b.jpg,1,156
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\116ea1f9969b2b3a0c75ad2474f7d305.jpg,1,157
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\11850998e6227851cb0dc8c4f6576e60.jpg,1,158
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\119f75a622bd9df03017a59fbf9ffa6e.jpg,1,159
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\11a115f3ca9319f6345e613d95056e84.jpg,1,160
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\11e725bf8a8945b8dfdf965b880cc956.jpg,1,164
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\11f04f88ba55c3dc7dba85e477491fe6.jpg,1,165
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\11fd1b43a4fc57062630b9ce3ccc25f0.jpg,1,166
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\12099ee981430f91b1f40f8ab13f416b.jpg,1,168
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\126cdb0529c3f528dd9b1d0c6c921f91.jpg,1,170
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1271775552990a97e9cd0f80da984430.jpg,1,171
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\129ea6a0c0b9eee4dd3b81d5716629ac.jpg,1,172
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\12ba343ef10e1c8ed70a561b257c655e.jpg,1,173
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\12c8256524cb8e6c9a4e2e22180b561e.jpg,1,174
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\12cd86fc3f56ddcdf3008915d1c8fc4e.jpg,1,175
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\12fd2bbe23a25bc50d38346091f40c1f.jpg,1,176
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\12fdeb049b087d9bfb20a94c9803aa37.jpg,1,177
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1311b60573cdb5e50588d1453385852e.jpg,1,178
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1313cfb290948a5cbc17316e4d9fada4.jpg,1,179
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\135afa096989d6b4f124b30fcfe796f9.jpg,1,181
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1374180e66682d04917a1b817e0bad4c.jpg,1,182
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\13779f55edffa4a341a7b709c442c349.jpg,1,183
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\13cf2827ce69760881ba10f336637848.jpg,1,184
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1450a41741a5316a7581cbb059fe3e0c.jpg,1,189
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1478c8bae670692666801a611183632f.jpg,1,190
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14a141742fee061cd1550871cbb3deac.jpg,1,192
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14a2ff7a2027ae01828b380d55bce6a0.jpg,1,193
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14bd1a3a15583116acde05d4bff77755.jpg,1,194
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14c60caa1c42dfdcfd55138f8adc046c.jpg,1,195
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14cd8712d53c4953074cbd4cdeb9eb8c.jpg,1,6
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14df7aa9e14c13b3a3b61b6f39cb6b22.jpg,1,197
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14f345f4b10d7dc50f78a4950808d3e2.jpg,1,198
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\14f954bf74958f0467be94c865ac7bb2.jpg,1,199
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\153311a3697f0602feb46968e5323488.jpg,1,201
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1561d69296b93e547decb28bef2e0671.jpg,1,202
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\15bb7abe327d4798d2a58f62427ee111.jpg,1,204
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\16143b214d739fa0ebbcd856b1e9aa25.jpg,1,205
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1627e4417a04522da5fe84f6012dcfdb.jpg,1,206
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1644d31424e9a8869a6913b92ecb36fa.jpg,1,207
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\16454b0d8fdea579f468be37ee14658d.jpg,1,208
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1668125ffc304f94344a492d7e8d9152.jpg,1,209
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\169d13c4271d2644e4b0a33bc9d662a5.jpg,1,210
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\16b6aff026b533b1fe59ebd6acd1948a.jpg,1,211
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\16ed560db6451dd316ef40a9dc44f65b.jpg,1,213
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\170d5b93d80d247be60f22ca1216bef7.jpg,1,215
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1716cf54db47866f697ddf83adea0fdd.jpg,1,216
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1722d6593e82d11a436b3b388292b4a5.jpg,1,217
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\17389ea81544f2fa4f7b99a0ec3e1454.jpg,1,218
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1749a42ccee761cc6f6be513c82068bb.jpg,1,219
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\178e1b18160a7442f1afff01fc70f3c0.jpg,1,221
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\17b66985cae37b6a28c518f9ecb586c5.jpg,1,224
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\1859d93d410de529e9e8a303a05b7f25.jpg,1,227
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\18773e5d560b70a3c2896e93fe55e938.jpg,1,228
C:\Users\16610\Desktop\.workbuddy\.workbuddy\saint_george_classifier\data\raw\georges\188ce0f4c3bc83fae468f41c121fd064.jpg,1,230
